Index,ISIN,Name,Issuance_Date,Maturity_Date,Term,TTM,Volume,Peril_Type,Peril_Types,Peril_Type_Dummy,Peril_Region,Peril_Regions,Peril_Region_Dummy,NA_EQ,NA_Hurricane,NA_Winterstorm,NA_Windstorm,JP_EQ,JP_Hurricane,JP_Winterstorm,JP_Windstorm,EU_EQ,EU_Winterstorm,EU_Windstorm,AUS_EQ,AUS_Hurricane,LA_EQ,LA_Hurricane,Trigger_Type,Trigger_Type_Dummy,Rating,Rating_Dummy,Rating_Grade,Rating_Grade_Dummy,EL,Spread_Primary,Spread_Secondary,Price_Primary,Price_Secondary,Ref_Date
44,US00969MAA80,Ajax Re,2007-04-25,2009-05-08,24.46,4.21,100.0,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Industry Loss Index,0.0,BB+,2.0,NIG,0.0,200.0,625.0,600.0,100.0,20.0,2008-12-31
45,US00969MAA80,Ajax Re,2007-04-25,2009-05-08,24.46,1.25,100.0,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Industry Loss Index,0.0,BB+,2.0,NIG,0.0,200.0,625.0,600.0,100.0,19.5,2009-03-31
46,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,58.82,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.23,2007-06-29
47,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,55.83,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,101.47,2007-09-28
48,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,52.74,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,101.32,2007-12-31
49,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,49.74,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,101.2,2008-03-31
50,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,43.73,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.96,2008-09-30
51,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,40.7,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,96.98,2008-12-31
52,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,37.74,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,94.74,2009-03-31
53,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,34.75,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,95.42,2009-06-30
54,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,31.73,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,97.28,2009-09-30
55,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,28.7,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,97.57,2009-12-31
56,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,25.74,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,98.12,2010-03-31
57,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,22.75,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,99.24,2010-06-30
58,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,19.73,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.74,2010-09-30
59,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,16.7,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.48,2010-12-31
60,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,13.74,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.36,2011-03-31
61,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,10.75,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.42,2011-06-30
62,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,7.73,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.63,2011-09-30
63,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,4.73,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.28,2011-12-30
64,US00972WAA18,Akibare A,2007-05-14,2012-05-22,60.33,1.74,90.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,295.0,300.0,100.0,100.04,2012-03-30
65,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,58.82,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,100.21,2007-06-29
66,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,55.83,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,101.5,2007-09-28
67,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,52.74,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,101.32,2007-12-31
68,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,49.74,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,101.11,2008-03-31
69,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,43.73,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,100.91,2008-09-30
70,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,40.7,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,96.89,2008-12-31
71,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,37.74,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,94.63,2009-03-31
72,US00972WAB90,Akibare B,2007-05-14,2012-05-22,60.33,34.75,30.0,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,BB+,2.0,NIG,0.0,100.0,315.0,300.0,100.0,95.06,2009-06-30
