Index,ISIN,Name,Issuance_Date,Maturity_Date,Term,TTM,Volume,Peril_Type,Peril_Types,Peril_Type_Dummy,Peril_Region,Peril_Regions,Peril_Region_Dummy,NA_EQ,NA_Hurricane,NA_Winterstorm,NA_Windstorm,JP_EQ,JP_Hurricane,JP_Winterstorm,JP_Windstorm,EU_EQ,EU_Winterstorm,EU_Windstorm,AUS_EQ,AUS_Hurricane,LA_EQ,LA_Hurricane,Trigger_Type,Trigger_Type_Dummy,Rating,Rating_Dummy,Rating_Grade,Rating_Grade_Dummy,EL,Spread_Primary,Spread_Secondary,Price_Primary,Price_Secondary,Ref_Date
11,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,34.36,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,98.89,2018-12-31
12,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,31.46,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,99.95,2019-03-29
13,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,28.47,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,98.91,2019-06-28
14,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,25.38,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,99.485,2019-09-30
15,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,22.36,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,98.85,2019-12-31
16,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,19.36,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,97.88499999999999,2020-03-31
17,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,16.37,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,99.22,2020-06-30
18,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,13.35,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,100.22,2020-09-30
19,US00485YAB56,Acorn Re 2018-1,2018-07-10,2021-11-10,40.08,10.32,400,EQ,1.0,0.0,North America,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parametric,0.0,NR,0.0,NR,0.0,80.0,275.0,275,100.0,100.315,2020-12-31
20,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,33.27,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,118.99999999999999,250.0,250,100.0,102.07,2017-06-30
21,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,30.28,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,108.0,250.0,234,100.0,101.315,2017-09-29
22,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,27.29,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,108.0,250.0,234,100.0,100.95,2017-12-29
23,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,24.33,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,108.0,250.0,234,100.0,101.215,2018-03-29
24,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,21.3,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,101.10499999999999,2018-06-29
25,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,18.31,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,101.35,2018-09-28
26,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,15.22,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,99.47,2018-12-31
27,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,12.33,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,30.0,2019-03-29
28,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,9.34,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,1.25,2019-06-28
29,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,6.25,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,1.5,2019-09-30
30,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,3.22,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,0.55,2019-12-31
31,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-04-07,48.82,0.23,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,0.55,2020-03-31
32,US00973XAA81,Akibare Re 2016-1,2016-03-14,2020-05-07,49.81,-1.78,200,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,0.55,2020-06-30
33,US00973XAA81,Akibare Re 2016-1,2016-03-14,2023-04-07,84.82,30.21,126.31,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,0.55,2020-09-30
34,US00973XAA81,Akibare Re 2016-1,2016-03-14,2023-04-07,84.82,27.19,96.46,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,104.0,250.0,228,100.0,0.55,2020-12-31
35,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,48.33,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,100.17,2018-03-29
36,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,45.31,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,100.88499999999999,2018-06-29
37,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,42.31,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,100.985,2018-09-28
38,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,39.22,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,97.835,2018-12-31
39,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,36.33,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,98.125,2019-03-29
40,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,33.34,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,97.485,2019-06-28
41,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,30.25,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,91.765,2019-09-30
42,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,27.22,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,88.905,2019-12-31
43,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,24.23,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,97.0,2020-03-31
44,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,21.24,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,98.175,2020-06-30
45,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,18.21,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,98.975,2020-09-30
46,US00973XAB64,Akibare Re 2018-1 A,2018-03-28,2022-04-07,48.36,15.19,220,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,73.0,190.0,190,100.0,98.975,2020-12-31
47,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,48.33,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,100.17,2018-03-29
48,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,45.31,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,100.91,2018-06-29
49,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,42.31,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,100.97,2018-09-28
50,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,39.22,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,97.865,2018-12-31
51,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,36.33,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,98.025,2019-03-29
52,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,33.34,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,97.49,2019-06-28
53,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,30.25,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,86.375,2019-09-30
54,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,27.22,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,89.0,2019-12-31
55,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,24.23,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,97.0,2020-03-31
56,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,21.24,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,97.125,2020-06-30
57,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,18.21,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,98.7,2020-09-30
58,US00973XAC48,Akibare Re 2018-1 B,2018-03-28,2022-04-07,48.36,15.19,100,Hurricane,1.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,99.0,190.0,190,100.0,98.7,2020-12-31
59,US00974NAA90,Akibare Re 2020-1 A,2020-03-26,2024-04-07,48.43,48.26,100,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,81.0,275.0,275,100.0,99.92,2020-03-31
60,US00974NAA90,Akibare Re 2020-1 A,2020-03-26,2024-04-07,48.43,45.27,100,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,81.0,275.0,275,100.0,99.645,2020-06-30
61,US00974NAA90,Akibare Re 2020-1 A,2020-03-26,2024-04-07,48.43,42.25,100,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,81.0,275.0,275,100.0,100.79499999999999,2020-09-30
62,US00974NAA90,Akibare Re 2020-1 A,2020-03-26,2024-04-07,48.43,39.22,100,"Hurricane, EQ",2.0,0.0,Japan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,NR,0.0,NR,0.0,81.0,275.0,275,100.0,100.04499999999999,2020-12-31
63,US011395AB64,Alamo Re 2015-1 A,2015-05-13,2018-06-07,36.86,11.24,300,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,B+,1.0,NIG,0.0,268.0,590.0,590,100.0,102.63499999999999,2017-06-30
64,US011395AB64,Alamo Re 2015-1 A,2015-05-13,2018-06-07,36.86,8.25,300,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,B+,1.0,NIG,0.0,152.0,590.0,481,100.0,100.775,2017-09-29
65,US011395AB64,Alamo Re 2015-1 A,2015-05-13,2018-06-07,36.86,5.26,300,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,B+,1.0,NIG,0.0,152.0,590.0,481,100.0,101.36500000000001,2017-12-29
66,US011395AB64,Alamo Re 2015-1 A,2015-05-13,2018-06-07,36.86,2.3,300,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,B+,1.0,NIG,0.0,152.0,590.0,481,100.0,100.57499999999999,2018-03-29
67,US011395AC48,Alamo Re 2015-1 B,2015-05-13,2019-06-07,48.86,23.24,400,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,BB,2.0,NIG,0.0,158.0,460.0,460,100.0,103.60499999999999,2017-06-30
68,US011395AC48,Alamo Re 2015-1 B,2015-05-13,2019-06-07,48.86,20.25,400,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,BB,2.0,NIG,0.0,136.0,460.0,440,100.0,101.035,2017-09-29
69,US011395AC48,Alamo Re 2015-1 B,2015-05-13,2019-06-07,48.86,17.26,400,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,BB,2.0,NIG,0.0,136.0,460.0,440,100.0,102.28,2017-12-29
70,US011395AC48,Alamo Re 2015-1 B,2015-05-13,2019-06-07,48.86,14.3,400,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,BB,2.0,NIG,0.0,136.0,460.0,440,100.0,102.33000000000001,2018-03-29
71,US011395AC48,Alamo Re 2015-1 B,2015-05-13,2019-06-07,48.86,11.28,400,Hurricane,1.0,0.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indemnity,1.0,BB,2.0,NIG,0.0,135.0,460.0,439,100.0,101.37,2018-06-29
